title,thumbnailUrl,contentUrl,place,castigList,url,startDate,endDate,End_date,artist1,artist2,artist3,artist4,artist5,artist6,artist7,artist8,artist9,artist10,artist11,artist12,artist13,artist14,artist15,artist16,artist17,artist18,artist19,artist20,artist21,artist22,artist23,artist24,artist25,artist26,genre,location
리치맨과 그루브나이스 1st 정규 앨범 SHOWCASE CONCERT,http://ticketimage.interpark.com/Play/image/large/24/24007593_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007593-01.jpg,현대카드 언더스테이지(자세히),,https://tickets.interpark.com/goods/24007593,2024.07.06,2024.07.06,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,인천
마이 앤트 메리 단독 공연 - 2024 JUST POP,http://ticketimage.interpark.com/Play/image/large/24/24007489_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007489-01.jpg,무신사 개러지(자세히),마이앤트메리,https://tickets.interpark.com/goods/24007489,2024.07.13,2024.07.13,2024-07-13,마이앤트메리,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,경북
말로 x 카리나 네뷸라 - 재즈 콘서트 굿 매치(Good Match) - 거제,http://ticketimage.interpark.com/Play/image/large/24/24008526_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008526-02.jpg,거제문화예술회관 소극장(자세히),,https://tickets.interpark.com/goods/24008526,2024.07.20,2024.07.20,2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,발라드,경남
맷 말티스 내한공연 Matt Maltese LIVE IN SEOUL,http://ticketimage.interpark.com/Play/image/large/24/24007300_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007300-01.jpg,무신사 개러지(자세히),,https://tickets.interpark.com/goods/24007300,2024.11.08,2024.11.08,2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,락,속초
메이킴 〈장면들(Sceneries)〉,http://ticketimage.interpark.com/Play/image/large/24/24007658_p.gif,"https://ticketimage.interpark.com/240076582024/05/28/a2ca3d69.jpg, https://ticketimage.interpark.com/240076582024/06/27/5a893f64.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007658-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-01.jpg",국립극장 달오름극장(자세히),,https://tickets.interpark.com/goods/24007658,2024.07.27,2024.07.27,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,속초
메타코미디 〈코미디 어셈블: 만담〉 _싱크넥스트24,http://ticketimage.interpark.com/Play/image/large/P0/P0003874_p.gif,"https://ticketimage.interpark.com/P00038742024/05/16/e47c4c9f.jpg, https://ticketimage.interpark.com/P00038742024/05/16/9fa1ee30.jpg, https://ticketimage.interpark.com/Play/image/etc/24/P0003874-05.jpg",세종문화회관 S씨어터(자세히),,https://tickets.interpark.com/goods/P0003874,2024.08.15,2024.08.15,2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,서울
메타코미디 〈코미디 어셈블: 스탠드업〉 _싱크넥스트24,http://ticketimage.interpark.com/Play/image/large/P0/P0003873_p.gif,"https://ticketimage.interpark.com/P00038732024/05/16/209f6e51.jpg, https://ticketimage.interpark.com/P00038732024/05/16/77e1c4ef.jpg, https://ticketimage.interpark.com/Play/image/etc/24/P0003873-05.jpg",세종문화회관 S씨어터(자세히),,https://tickets.interpark.com/goods/P0003873,2024.08.16,2024.08.17,2024-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,경북
메타코미디 Stand Up Assemble- 24＇tour - 부산,http://ticketimage.interpark.com/Play/image/large/24/24006572_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006572-04.jpg,소향씨어터 신한카드홀(자세히),,https://tickets.interpark.com/goods/24006572,2024.08.03,2024.08.03,2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,충청
명가의 초대－김마스타 데뷔 20주년 기념 공연 Vol.2,http://ticketimage.interpark.com/Play/image/large/24/24008351_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008351-01.jpg,삼익악기 엠팟홀(자세히),김마스타,https://tickets.interpark.com/goods/24008351,2024.07.13,2024.07.13,2024-07-13,김마스타,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,광주
명가의 초대－이용주 버라이어티쇼 〈Summer Party〉,http://ticketimage.interpark.com/Play/image/large/24/24008350_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008350-01.jpg,삼익악기 엠팟홀(자세히),,https://tickets.interpark.com/goods/24008350,2024.07.20,2024.07.20,2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,락,서울
모브닝 앵콜 단독 콘서트 〈한숨의 모양〉 - 부산,http://ticketimage.interpark.com/Play/image/large/24/24008896_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24008896-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24008896-03.jpg",KT&G 상상마당 부산 라이브홀(자세히),,https://tickets.interpark.com/goods/24008896,2024.07.13,2024.07.13,2024-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,충청
뮤지컬 갈라콘서트 〈영웅들의 하모니〉 - 연천,http://ticketimage.interpark.com/Play/image/large/24/24009161_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24009161-01.jpg,연천수레울아트홀 대공연장(자세히),,https://tickets.interpark.com/goods/24009161,2024.08.17,2024.08.17,2024-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,전라
미나 오카베 내한공연 MINA OKABE LIVE IN SEOUL,http://ticketimage.interpark.com/Play/image/large/24/24007137_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007137-01.jpg,무신사 개러지(자세히),,https://tickets.interpark.com/goods/24007137,2024.08.22,2024.08.22,2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,락,제주
밍기뉴 단독 콘서트 〈한여름밤의 꿈〉,http://ticketimage.interpark.com/Play/image/large/24/24007908_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007908-02.jpg,무신사 개러지(자세히),밍기뉴,https://tickets.interpark.com/goods/24007908,2024.07.14,2024.07.14,2024-07-14,밍기뉴,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,충청
박강수 서울정기공연,http://ticketimage.interpark.com/Play/image/large/24/24009313_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24009313-01.jpg, https://ticketimage.interpark.com/Play/image/etc/23/23007077-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24009313-02.jpg, https://ticketimage.interpark.com/Play/image/etc/23/23009848-04.jpg",베짱이홀(자세히),,https://tickets.interpark.com/goods/24009313,2024.07.21,2024.07.21,2024-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,세종
박강수 전주 콘서트,http://ticketimage.interpark.com/Play/image/large/24/24007405_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24007405-01.jpg, https://ticketimage.interpark.com/Play/image/etc/23/23007077-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007405-02.jpg",우진문화공간(자세히),박강수,https://tickets.interpark.com/goods/24007405,2024.07.07,2024.07.07,2024-07-07,박강수,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,속초
박시환 FANMEETING ＆ CONCERT - 제주,http://ticketimage.interpark.com/Play/image/large/24/24007614_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007614-01.jpg,오드싱제주 스테이지(자세히),,https://tickets.interpark.com/goods/24007614,2024.07.27,2024.07.27,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,광주
박인선 〈박인선 쇼〉,http://ticketimage.interpark.com/Play/image/large/24/24007551_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/5/2024052810385050.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/6/2024062708060402.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007551-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-01.jpg",국립극장 달오름극장(자세히),,https://tickets.interpark.com/goods/24007551,2024.07.24,2024.07.24,2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,춘천
박인희 앵콜＂ 콘서트,http://ticketimage.interpark.com/Play/image/large/24/24007332_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007332-02.jpg,연세대학교 대강당(자세히),,https://tickets.interpark.com/goods/24007332,2024.09.21,2024.09.21,2024-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,속초
반도네온 듀오 Pasquale Stafano ＆ Gianni Iorio,http://ticketimage.interpark.com/Play/image/large/24/24009135_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24009135-01.jpg,벨로주 홍대(자세히),,https://tickets.interpark.com/goods/24009135,2024.07.14,2024.07.14,2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,서울
반석산피크닉: 디어재즈오케스트라 with 선우정아 - 화성,http://ticketimage.interpark.com/Play/image/large/24/24008798_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008798-01.jpg,동탄복합문화센터 야외공연장(자세히),,https://tickets.interpark.com/goods/24008798,2024.09.07,2024.09.07,2024-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,전라
반석산피크닉: 미야자키하야오 영화음악 콘서트 - 화성,http://ticketimage.interpark.com/Play/image/large/24/24008799_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008799-01.jpg,동탄복합문화센터 야외공연장(자세히),,https://tickets.interpark.com/goods/24008799,2024.09.14,2024.09.14,2024-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,발라드,서울
밤하늘의 별들처럼 그 어떤 꿈들도 다 이뤄질 거야 - 하남,http://ticketimage.interpark.com/Play/image/large/24/24008551_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008551-02.jpg,하남문화예술회관 소극장(아랑홀)(자세히),,https://tickets.interpark.com/goods/24008551,2024.08.31,2024.08.31,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,락,제주
방지원 〈잔향：나무의 노래〉,http://ticketimage.interpark.com/Play/image/large/24/24007520_p.gif,"https://ticketimage.interpark.com/240075202024/05/28/182674f4.jpg, https://ticketimage.interpark.com/240075202024/06/27/8541f366.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007520-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007535-02.jpg",국립극장 하늘극장(자세히),,https://tickets.interpark.com/goods/24007520,2024.07.12,2024.07.12,2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,락,대전
변진섭 더 라이브,http://ticketimage.interpark.com/Play/image/large/24/24007927_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007927-02.jpg,강서아트리움 아리홀(자세히),,https://tickets.interpark.com/goods/24007927,2024.07.06,2024.07.06,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,부산
보사노바 ＆ 탱고 재즈 나잇 - 과천,http://ticketimage.interpark.com/Play/image/large/24/24009046_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24009046-01.jpg,과천시민회관 대극장(자세히),,https://tickets.interpark.com/goods/24009046,2024.07.20,2024.07.20,2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,락,춘천
브런치콘서트 ［11시11분］피렌체,http://ticketimage.interpark.com/Play/image/large/24/24008361_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008361-01.jpg,꿈빛극장(자세히),,https://tickets.interpark.com/goods/24008361,2024.07.26,2024.07.26,2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,락,인천
빈첸 PADO vol.4 - 부산,http://ticketimage.interpark.com/Play/image/large/24/24009077_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24009077-01.jpg,KT&G 상상마당 부산 라이브홀(자세히),,https://tickets.interpark.com/goods/24009077,2024.08.03,2024.08.03,2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,락,강원
사샤 알렉스 슬론 내한공연：“Me Again” Tour,http://ticketimage.interpark.com/Play/image/large/24/24007372_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007372-02.jpg,명화 라이브 홀(자세히),사샤 알렉스 슬론,https://tickets.interpark.com/goods/24007372,2024.09.01,2024.09.01,2024-09-01,사샤 알렉스 슬론,,,,,,,,,,,,,,,,,,,,,,,,,,내한,인천
서울전자음악단 원주공연,http://ticketimage.interpark.com/Play/image/large/24/24007057_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007057-02.jpg,클럽 본(자세히),서울전자음악단,https://tickets.interpark.com/goods/24007057,2024.07.12,2024.07.12,2024-07-12,서울전자음악단,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,부산
손태진 ＆ 에녹 콘서트 in 대구,http://ticketimage.interpark.com/Play/image/large/24/24005143_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005143-04.jpg,대구 엑스코 오디토리움(자세히),"에녹, 손태진",https://tickets.interpark.com/goods/24005143,2024.07.13,2024.07.13,2024-07-13,에녹,손태진,,,,,,,,,,,,,,,,,,,,,,,,,발라드,경북
손태진 ＆ 에녹 콘서트 in 대전,http://ticketimage.interpark.com/Play/image/large/24/24005129_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005129-04.jpg,충남대학교 정심화홀(자세히),,https://tickets.interpark.com/goods/24005129,2024.08.03,2024.08.03,2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,내한,경기
손태진 ＆ 에녹 콘서트 in 부산,http://ticketimage.interpark.com/Play/image/large/24/24005237_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005237-02.jpg,부산시민회관 대극장(자세히),"에녹, 손태진",https://tickets.interpark.com/goods/24005237,2024.07.20,2024.07.20,2024-07-20,에녹,손태진,,,,,,,,,,,,,,,,,,,,,,,,,내한,세종
손태진 ＆ 에녹 콘서트 in 수원,http://ticketimage.interpark.com/Play/image/large/24/24005568_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005568-01.jpg,경기아트센터 대극장(자세히),,https://tickets.interpark.com/goods/24005568,2024.07.27,2024.07.27,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,서울
송소희 〈공중무용：화간접무(花間蝶舞)〉,http://ticketimage.interpark.com/Play/image/large/24/24007649_p.gif,"https://ticketimage.interpark.com/240076492024/05/28/d4fca1ec.jpg, https://ticketimage.interpark.com/240076492024/06/27/e42b37ff.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007649-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-01.jpg",국립극장 달오름극장(자세히),,https://tickets.interpark.com/goods/24007649,2024.07.13,2024.07.14,2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,부산
슬기로운 밴드공연 SUPER ROCK(청주공연),http://ticketimage.interpark.com/Play/image/large/24/24008887_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008887-01.jpg,지직공연장(자세히),,https://tickets.interpark.com/goods/24008887,2024.07.07,2024.07.07,2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,춘천
쏜애플 콘서트 ＇불구경＇,http://ticketimage.interpark.com/Play/image/large/L0/L0000087_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/L0000087-01.jpg,LG아트센터 서울 U+ 스테이지(자세히),쏜애플,https://tickets.interpark.com/goods/L0000087,2024.06.28,2024.07.07,2024-07-07,쏜애플,,,,,,,,,,,,,,,,,,,,,,,,,,내한,부산
안치환과 함께 하는 평화음악회－경기,http://ticketimage.interpark.com/Play/image/large/24/24009122_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24009122-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24009122-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24009122-03.jpg",안성맞춤아트홀 대공연장(자세히),안치환,https://tickets.interpark.com/goods/24009122,2024.07.20,2024.07.20,2024-07-20,안치환,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,부산
앰브로스 아킨무시리 첫 내한공연,http://ticketimage.interpark.com/Play/image/large/24/24007939_p.gif,"https://ticketimage.interpark.com/240079392024/06/12/b27d619d.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007939-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007939-02.jpg",CTS 아트홀(자세히),,https://tickets.interpark.com/goods/24007939,2024.07.27,2024.07.27,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,대구
야놀자 연동 테스트_비지정_콘서트,http://ticketimage.interpark.com/TicketImage/main/common/mobile/noimage_vtc.jpg,https://i.namu.wiki/i/GFw2SMaGiqbS3yeTWO08FD5Df8LKk-xB2ckQ0MtDjdoryMCJtsDap9msW17NVgbTM4432kao4DkEGsgwhs_In0zw9vMOldvNbYoc-n1Ng4XgxBVZXNZz33WScPw6zCJY5XAVrdsAFGDx24HN_nu3oQ.webp,임시공연장(자세히),,https://tickets.interpark.com/goods/24009277,2024.08.01,2024.09.30,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,발라드,대전
오만방자 전라감사 길들이기 - 전주（토요일）,http://ticketimage.interpark.com/Play/image/large/24/24006173_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24004923-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24004923-04.jpg",전주한벽문화관 마당창극 야외공연장(자세히),,https://tickets.interpark.com/goods/24006173,2024.05.25,2024.10.12,2024-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,락,속초
오만방자 전라감사 길들이기－전주(금요일),http://ticketimage.interpark.com/Play/image/large/24/24004923_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24004923-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24004923-04.jpg",전주한벽문화관 마당창극 야외공연장(자세히),,https://tickets.interpark.com/goods/24004923,2024.05.24,2024.10.11,2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,락,속초
옥탑 재즈 II,http://ticketimage.interpark.com/Play/image/large/24/24003599_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24003599-01.jpg,아트센터인천 다목적홀(자세히),,https://tickets.interpark.com/goods/24003599,2024.07.26,2024.07.26,2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,경북
옥탑 재즈 III,http://ticketimage.interpark.com/Play/image/large/24/24003645_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24003645-01.jpg,아트센터인천 다목적홀(자세히),,https://tickets.interpark.com/goods/24003645,2024.10.04,2024.10.04,2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,락,제주
옥탑 재즈 IV,http://ticketimage.interpark.com/Play/image/large/24/24003644_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24003644-01.jpg,아트센터인천 다목적홀(자세히),,https://tickets.interpark.com/goods/24003644,2024.11.29,2024.11.29,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,락,춘천
워터밤 대구 2024,http://ticketimage.interpark.com/Play/image/large/24/24008449_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008449-02.jpg,대구 스타디움 주경기장(자세히),,https://tickets.interpark.com/goods/24008449,2024.07.20,2024.07.20,2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,광주
워터밤 부산 2024,http://ticketimage.interpark.com/Play/image/large/24/24008387_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008387-03.jpg,북항친수공원 및 국제여객터미널 야외주차장(자세히),,https://tickets.interpark.com/goods/24008387,2024.07.27,2024.07.27,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,부산
워터밤 수원 2024,http://ticketimage.interpark.com/Play/image/large/24/24008427_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008427-02.jpg,수원대학교 대운동장(자세히),,https://tickets.interpark.com/goods/24008427,2024.08.24,2024.08.24,2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,락,대전
워터밤 여수 2024,http://ticketimage.interpark.com/Play/image/large/24/24008347_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008347-01.jpg,여수 엑스포 스카이타워 해안가 특설무대(자세히),,https://tickets.interpark.com/goods/24008347,2024.08.31,2024.08.31,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,전라
워터밤 제주 2024,http://ticketimage.interpark.com/Play/image/large/24/24008471_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008471-02.jpg,제주종합경기장(자세히),,https://tickets.interpark.com/goods/24008471,2024.07.13,2024.07.13,2024-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,발라드,속초
원일 〈디오니소스 로봇：리부트〉,http://ticketimage.interpark.com/Play/image/large/24/24007628_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/5/2024052810363221.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/6/2024062708053909.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007628-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-01.jpg",국립극장 달오름극장(자세히),,https://tickets.interpark.com/goods/24007628,2024.07.19,2024.07.20,2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,트로트,대구
유니크 클래식 with 더 보이스,http://ticketimage.interpark.com/Play/image/large/24/24008391_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008391-03.jpg,강북문화예술회관 강북진달래홀(자세히),,https://tickets.interpark.com/goods/24008391,2024.07.18,2024.07.18,2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,충청
유라 〈꽤 많은 수의 촉수 돌기〉 _싱크넥스트24,http://ticketimage.interpark.com/Play/image/large/P0/P0003862_p.gif,"https://ticketimage.interpark.com/P00038622024/05/16/1dcb32ec.jpg, https://ticketimage.interpark.com/P00038622024/05/16/331099ba.jpg, https://ticketimage.interpark.com/Play/image/etc/24/P0003862-03.jpg",세종문화회관 S씨어터(자세히),유라,https://tickets.interpark.com/goods/P0003862,2024.08.09,2024.08.10,2024-08-10,유라,,,,,,,,,,,,,,,,,,,,,,,,,,내한,인천
유럽의 대표 재즈현악5중주 〈볼로시 내한공연〉 - 부산,http://ticketimage.interpark.com/Play/image/large/24/24005258_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005258-04.jpg,부산시민회관 대극장(자세히),,https://tickets.interpark.com/goods/24005258,2024.08.17,2024.08.17,2024-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,내한,속초
윤딴딴 투어 콘서트 ［딴딴한여름 2024］：부산,http://ticketimage.interpark.com/Play/image/large/24/24008835_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008835-01.jpg,소향씨어터 신한카드홀(자세히),윤딴딴,https://tickets.interpark.com/goods/24008835,2024.08.17,2024.08.17,2024-08-17,윤딴딴,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,서울
윤딴딴 투어 콘서트 ［딴딴한여름 2024］：인천,http://ticketimage.interpark.com/Play/image/large/24/24008184_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008184-01.jpg,부평아트센터 해누리 극장(자세히),윤딴딴,https://tickets.interpark.com/goods/24008184,2024.07.27,2024.07.27,2024-07-27,윤딴딴,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,전라
윤딴딴 투어 콘서트 ［딴딴한여름 2024］：제주,http://ticketimage.interpark.com/Play/image/large/24/24008437_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008437-02.jpg,제주 한라아트홀(자세히),윤딴딴,https://tickets.interpark.com/goods/24008437,2024.08.03,2024.08.03,2024-08-03,윤딴딴,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,경남
윤은화 〈페이브(PAVE)〉,http://ticketimage.interpark.com/Play/image/large/24/24007618_p.gif,"https://ticketimage.interpark.com/240076182024/05/27/64ddcbd2.jpg, https://ticketimage.interpark.com/240076182024/06/27/e0d25abe.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007618-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007535-02.jpg",국립극장 하늘극장(자세히),,https://tickets.interpark.com/goods/24007618,2024.07.17,2024.07.17,2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,힙합,속초
이금희와 함께하는 더 클래식 하우스 콘서트 - 용인,http://ticketimage.interpark.com/Play/image/large/24/24001986_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24001986-04.jpg,용인시문예회관 처인홀(자세히),이금희,https://tickets.interpark.com/goods/24001986,2024.03.16,2024.11.23,2024-11-23,이금희,,,,,,,,,,,,,,,,,,,,,,,,,,발라드,서울
이준 〈경계면〉,http://ticketimage.interpark.com/Play/image/large/24/24007535_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052315380539.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/6/2024062708024530.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007535-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007535-02.jpg",국립극장 하늘극장(자세히),,https://tickets.interpark.com/goods/24007535,2024.07.09,2024.07.09,2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,제주
이태백 〈오리진 사운드(ORIGIN SOUND)〉,http://ticketimage.interpark.com/Play/image/large/24/24007606_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052315333101.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/6/2024062708032649.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007606-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-01.jpg",국립극장 달오름극장(자세히),,https://tickets.interpark.com/goods/24007606,2024.07.10,2024.07.10,2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,대전
인순이 콘서트 - 구리,http://ticketimage.interpark.com/Play/image/large/24/24008277_p.gif,"https://ticketimage.interpark.com/240082772024/06/12/e252e4d5.jpg, https://ticketimage.interpark.com/240082772024/06/12/04670626.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24008277-01.jpg",구리아트홀 코스모스 대극장(자세히),,https://tickets.interpark.com/goods/24008277,2024.07.06,2024.07.06,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,춘천
임채희 트리오＂Your Summer＂－세종,http://ticketimage.interpark.com/Play/image/large/24/24009090_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24009090-01.jpg,재즈인랩(자세히),,https://tickets.interpark.com/goods/24009090,2024.07.14,2024.07.14,2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,댄스,광주
장기하 소극장 투어 “나란히 나란히” - 앵콜,http://ticketimage.interpark.com/Play/image/large/24/24006827_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006827-01.jpg,벨로주 홍대(자세히),,https://tickets.interpark.com/goods/24006827,2024.07.04,2024.07.07,2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,전라
"장사익소리판 꽃을 준다, 나에게",http://ticketimage.interpark.com/Play/image/large/P0/P0003900_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/P0003900-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/P0003900-02.jpg",세종문화회관 대극장(자세히),장사익,https://tickets.interpark.com/goods/P0003900,2024.10.23,2024.10.23,2024-10-23,장사익,,,,,,,,,,,,,,,,,,,,,,,,,,그 외,인천
장하은 콘서트 - 화성,http://ticketimage.interpark.com/Play/image/large/24/24008557_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008557-01.jpg,모두누림센터 누림아트홀(자세히),장하은,https://tickets.interpark.com/goods/24008557,2024.09.29,2024.09.29,2024-09-29,장하은,,,,,,,,,,,,,,,,,,,,,,,,,,내한,광주
